customer_id,booking_id,customer_name,country,booking_date,check_in,check_out,nights,season,room_type,room_number,view,balcony_type,room_amenities,nightly_rate_eur,adults,children,booking_channel,payment_method,booking_status,total_revenue_eur
CUST-00125,BOOK-00125,Laura Petrov,Germany,2026-03-03,2026-04-17,2026-04-20,3,Winter,Standard View Room,SV-07,Slope view,Balcony,French balcony or balcony,120,3,0,Direct website,Credit card,Completed,360
CUST-00126,BOOK-00126,Felix Andersen,Finland,2025-02-15,2025-06-24,2025-07-01,7,Summer,Superior Family Room,SF-09,Slope view,Balcony,French balcony or balcony,170,3,0,Booking.com,Invoice,Completed,1190
CUST-00127,BOOK-00127,Alexander Karlsson,United States,2025-09-07,2025-10-31,2025-11-04,4,Shoulder,Superior Room,SU-20,Slope view,Balcony,French balcony or balcony,140,2,0,Phone,Online payment,Cancelled,0
CUST-00128,BOOK-00128,Elina Mäkinen,Estonia,2025-09-22,2025-11-24,2025-12-04,10,Winter,Standard Room,SR-09,Forest view,Balcony,French balcony or balcony,100,2,0,Booking.com,Credit card,No-show,0
CUST-00129,BOOK-00129,Matti Petrov,United Kingdom,2025-04-02,2025-06-26,2025-06-29,3,Summer,Standard View Room,SV-02,Forest view,Balcony,French balcony or balcony,120,2,0,Corporate,Invoice,Cancelled,0
CUST-00130,BOOK-00130,Adam Johansson,Netherlands,2025-12-16,2026-02-11,2026-02-18,7,Winter,Standard View Room,SV-36,Forest view,Balcony,French balcony or balcony,120,1,0,Corporate,Invoice,Cancelled,0
CUST-00131,BOOK-00131,Linnea Bianchi,Belgium,2025-07-12,2025-10-25,2025-10-29,4,Shoulder,Deluxe Room,DR-02,Slope view,Balcony,Bathtub and sauna; French balcony or balcony,200,1,0,Corporate,Debit card,Completed,800
CUST-00132,BOOK-00132,Elina Saarinen,Denmark,2025-10-30,2025-12-03,2025-12-07,4,Winter,Standard Room,SR-10,Forest view,French balcony,French balcony or balcony,100,2,1,Expedia,Online payment,Cancelled,0
CUST-00133,BOOK-00133,Ella Virtanen,Germany,2025-05-18,2025-08-13,2025-08-15,2,Summer,Standard View Room,SV-23,Forest view,Balcony,French balcony or balcony,120,2,0,Corporate,Debit card,Completed,240
CUST-00134,BOOK-00134,Daniel Miller,Estonia,2025-07-07,2025-11-15,2025-11-22,7,Winter,Standard Room,SR-36,Slope view,Balcony,French balcony or balcony,100,3,0,Direct website,Online payment,No-show,0
CUST-00135,BOOK-00135,Elias Wilson,Canada,2025-09-09,2025-11-17,2025-11-22,5,Winter,Deluxe Sky Suite,DS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,700,3,0,Booking.com,Invoice,Completed,3500
CUST-00136,BOOK-00136,Ava Korhonen,United States,2025-05-25,2025-08-15,2025-08-21,6,Summer,Standard Room,SR-21,Slope view,Balcony,French balcony or balcony,95,2,1,Travel agency,Invoice,Completed,570
CUST-00137,BOOK-00137,Hugo Smith,Austria,2025-04-11,2025-07-02,2025-07-07,5,Summer,Standard View Room,SV-04,Forest view,French balcony,French balcony or balcony,120,2,0,Corporate,Online payment,Completed,600
CUST-00138,BOOK-00138,Hugo Järvinen,Netherlands,2026-03-01,2026-05-13,2026-05-19,6,Shoulder,Superior Room,SU-14,Slope view,Balcony,French balcony or balcony,140,2,3,Expedia,Online payment,Completed,840
CUST-00139,BOOK-00139,Elina Kowalski,Italy,2025-07-02,2025-09-15,2025-09-20,5,Shoulder,Standard View Room,SV-22,Slope view,French balcony,French balcony or balcony,120,2,0,Travel agency,Online payment,Completed,600
CUST-00140,BOOK-00140,Iida Kowalski,United States,2025-02-26,2025-08-14,2025-08-17,3,Summer,Standard Room,SR-02,Slope view,Balcony,French balcony or balcony,95,3,0,Corporate,Online payment,Completed,285
CUST-00141,BOOK-00141,Matti Lehtonen,Sweden,2025-09-23,2026-03-15,2026-03-20,5,Winter,Standard Room,SR-34,Slope view,French balcony,French balcony or balcony,100,3,0,Travel agency,Online payment,No-show,0
CUST-00142,BOOK-00142,Emma Andersen,Canada,2025-09-26,2026-01-28,2026-01-30,2,Winter,Superior Family Room,SF-02,Forest view,French balcony,French balcony or balcony,170,3,0,Expedia,Credit card,No-show,0
CUST-00143,BOOK-00143,Liam Andersen,United Kingdom,2025-07-05,2025-07-16,2025-07-21,5,Summer,Standard Room,SR-39,Slope view,Balcony,French balcony or balcony,95,3,0,Phone,Online payment,Completed,475
CUST-00144,BOOK-00144,Sara Johansson,Canada,2025-05-15,2025-06-20,2025-06-21,1,Summer,Standard View Room,SV-33,Forest view,Balcony,French balcony or balcony,120,2,1,Expedia,Debit card,Completed,120
CUST-00145,BOOK-00145,Sara Miller,France,2025-12-06,2026-01-21,2026-01-26,5,Winter,Superior Room,SU-12,Slope view,Balcony,French balcony or balcony,140,3,0,Direct website,Invoice,Completed,700
CUST-00146,BOOK-00146,Matti Korhonen,Italy,2026-01-29,2026-05-09,2026-05-11,2,Shoulder,Deluxe Sky Suite,DS-01,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,500,2,0,Expedia,Online payment,Completed,1000
CUST-00147,BOOK-00147,Matti Virtanen,Denmark,2025-11-25,2026-03-26,2026-03-31,5,Winter,Standard Room,SR-24,Slope view,Balcony,French balcony or balcony,100,2,1,Phone,Online payment,Completed,500
CUST-00148,BOOK-00148,Nora Lehtonen,Germany,2026-01-16,2026-05-20,2026-05-22,2,Shoulder,Sky Suite,SS-01,Slope view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,3,Expedia,Invoice,Completed,596
CUST-00149,BOOK-00149,Matti Dubois,Norway,2025-10-24,2026-03-09,2026-03-16,7,Winter,Superior Family Room,SF-08,Forest view,Balcony,French balcony or balcony,170,2,0,Corporate,Credit card,Completed,1190
CUST-00150,BOOK-00150,Oscar Laine,United Kingdom,2025-04-08,2025-07-02,2025-07-08,6,Summer,Deluxe Room,DR-01,Slope view,Balcony,Bathtub and sauna; French balcony or balcony,200,2,0,Corporate,Invoice,No-show,0
CUST-00151,BOOK-00151,Mila Smith,Poland,2025-03-21,2025-07-17,2025-07-24,7,Summer,Standard View Room,SV-11,Slope view,French balcony,French balcony or balcony,120,2,1,Expedia,Credit card,Cancelled,0
CUST-00152,BOOK-00152,Emilia Virtanen,Poland,2025-09-21,2025-12-20,2025-12-23,3,Winter,Standard Room,SR-33,Forest view,French balcony,French balcony or balcony,100,2,0,Direct website,Invoice,No-show,0
CUST-00153,BOOK-00153,Samuel Novak,Austria,2025-02-21,2025-06-17,2025-06-20,3,Summer,Standard Room,SR-23,Forest view,Balcony,French balcony or balcony,95,2,1,Phone,Debit card,Cancelled,0
CUST-00154,BOOK-00154,Elsa Laine,Netherlands,2026-04-29,2026-05-01,2026-05-07,6,Shoulder,Standard Room,SR-23,Forest view,French balcony,French balcony or balcony,100,4,0,Phone,Invoice,Cancelled,0
CUST-00155,BOOK-00155,Noah Saarinen,France,2026-01-29,2026-02-28,2026-03-03,3,Winter,Standard Room,SR-38,Slope view,French balcony,French balcony or balcony,100,3,0,Direct website,Debit card,Completed,300
CUST-00156,BOOK-00156,Leo Lehtonen,Sweden,2025-06-02,2025-09-14,2025-09-16,2,Shoulder,Standard View Room,SV-10,Slope view,Balcony,French balcony or balcony,120,2,0,Direct website,Debit card,No-show,0
CUST-00157,BOOK-00157,Anna Miller,Estonia,2025-12-13,2026-02-13,2026-02-23,10,Winter,Standard Room,SR-40,Forest view,Balcony,French balcony or balcony,100,3,3,Corporate,Debit card,No-show,0
CUST-00158,BOOK-00158,Liam Martin,Poland,2025-08-07,2025-12-29,2026-01-01,3,Winter,Standard Room,SR-15,Slope view,Balcony,French balcony or balcony,100,1,0,Phone,Invoice,No-show,0
CUST-00159,BOOK-00159,Olivia Heikkinen,Canada,2025-12-23,2026-02-24,2026-02-27,3,Winter,Standard View Room,SV-28,Slope view,French balcony,French balcony or balcony,120,2,1,Travel agency,Credit card,Completed,360
CUST-00160,BOOK-00160,Olivia Lehtonen,Italy,2026-01-20,2026-03-15,2026-03-18,3,Winter,Standard View Room,SV-20,Slope view,Balcony,French balcony or balcony,120,3,2,Expedia,Credit card,Completed,360
CUST-00161,BOOK-00161,Ella Schmidt,Norway,2026-01-11,2026-03-02,2026-03-07,5,Winter,Standard Room,SR-10,Forest view,French balcony,French balcony or balcony,100,2,2,Expedia,Online payment,Cancelled,0
CUST-00162,BOOK-00162,Hugo Kowalski,Netherlands,2024-12-10,2025-06-08,2025-06-11,3,Summer,Standard Room,SR-14,Slope view,French balcony,French balcony or balcony,95,2,0,Expedia,Online payment,Completed,285
CUST-00163,BOOK-00163,Samuel Smith,Canada,2025-08-13,2025-12-12,2025-12-16,4,Winter,Superior Room,SU-02,Slope view,French balcony,French balcony or balcony,140,3,1,Expedia,Debit card,Completed,560
CUST-00164,BOOK-00164,Noah Korhonen,Italy,2025-07-17,2025-12-07,2025-12-10,3,Winter,Standard Room,SR-29,Forest view,Balcony,French balcony or balcony,100,2,0,Booking.com,Invoice,Completed,300
CUST-00165,BOOK-00165,Linnea Silva,Canada,2025-10-04,2026-03-19,2026-03-25,6,Winter,Standard View Room,SV-37,Forest view,Balcony,French balcony or balcony,120,2,1,Expedia,Debit card,Completed,720
CUST-00166,BOOK-00166,Leo Smith,Sweden,2025-07-21,2025-08-11,2025-08-16,5,Summer,Standard View Room,SV-07,Slope view,French balcony,French balcony or balcony,120,3,0,Phone,Debit card,No-show,0
CUST-00167,BOOK-00167,Samuel Virtanen,Canada,2025-01-16,2025-07-05,2025-07-10,5,Summer,Standard Room,SR-30,Slope view,Balcony,French balcony or balcony,95,1,0,Travel agency,Credit card,Cancelled,0
CUST-00168,BOOK-00168,Adam Müller,Poland,2025-04-23,2025-06-09,2025-06-13,4,Summer,Standard Room,SR-19,Forest view,French balcony,French balcony or balcony,95,4,0,Booking.com,Debit card,Completed,380
CUST-00169,BOOK-00169,Oliver Rantanen,Austria,2025-12-16,2026-04-14,2026-04-18,4,Winter,Superior Family Room,SF-04,Forest view,French balcony,French balcony or balcony,170,4,0,Phone,Credit card,Cancelled,0
CUST-00170,BOOK-00170,Amelia Hansen,Austria,2025-12-09,2026-05-01,2026-05-11,10,Shoulder,Superior Room,SU-06,Slope view,Balcony,French balcony or balcony,140,1,0,Booking.com,Credit card,Completed,1400
CUST-00171,BOOK-00171,Sofia Novak,Sweden,2025-12-13,2026-02-11,2026-02-17,6,Winter,Superior Room,SU-01,Slope view,French balcony,French balcony or balcony,140,4,1,Corporate,Invoice,No-show,0
CUST-00172,BOOK-00172,Oscar Miller,Sweden,2025-08-31,2025-10-17,2025-10-18,1,Shoulder,Standard Room,SR-34,Slope view,Balcony,French balcony or balcony,100,1,0,Booking.com,Invoice,Completed,100
CUST-00173,BOOK-00173,Oscar Koskinen,Austria,2025-06-03,2025-07-10,2025-07-13,3,Summer,Standard View Room,SV-16,Slope view,French balcony,French balcony or balcony,120,2,3,Direct website,Credit card,Cancelled,0
CUST-00174,BOOK-00174,Amelia Silva,Estonia,2026-01-01,2026-01-10,2026-01-13,3,Winter,Standard Room,SR-09,Forest view,Balcony,French balcony or balcony,100,3,0,Booking.com,Online payment,No-show,0
CUST-00175,BOOK-00175,Olivia Nieminen,Spain,2026-01-05,2026-03-11,2026-03-18,7,Winter,Standard View Room,SV-34,Forest view,French balcony,French balcony or balcony,120,2,0,Phone,Debit card,No-show,0
CUST-00176,BOOK-00176,Theo Rantanen,Italy,2025-11-19,2025-12-17,2025-12-20,3,Winter,Standard Room,SR-30,Slope view,French balcony,French balcony or balcony,100,2,0,Corporate,Invoice,Completed,300
CUST-00177,BOOK-00177,Anna Schmidt,Austria,2025-07-18,2025-07-23,2025-07-24,1,Summer,Standard View Room,SV-17,Slope view,Balcony,French balcony or balcony,120,2,1,Phone,Debit card,No-show,0
CUST-00178,BOOK-00178,Oskari Salminen,Italy,2025-11-12,2026-03-20,2026-03-24,4,Winter,Superior Room,SU-14,Slope view,French balcony,French balcony or balcony,140,1,0,Travel agency,Online payment,Completed,560
CUST-00179,BOOK-00179,Julia Wilson,France,2025-10-07,2026-02-03,2026-02-09,6,Winter,Standard View Room,SV-39,Forest view,French balcony,French balcony or balcony,120,2,0,Travel agency,Online payment,Completed,720
CUST-00180,BOOK-00180,Isla Müller,Germany,2026-01-26,2026-04-14,2026-04-17,3,Winter,Deluxe Room,DR-02,Slope view,Balcony,Bathtub and sauna; French balcony or balcony,200,2,1,Travel agency,Online payment,Completed,600
CUST-00181,BOOK-00181,Felix Santos,Netherlands,2025-06-06,2025-08-30,2025-09-09,10,Summer,Deluxe Sky Suite,DS-03,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,324,2,1,Expedia,Credit card,Cancelled,0
CUST-00182,BOOK-00182,Elias Petrov,United States,2026-01-20,2026-03-16,2026-03-18,2,Winter,Deluxe Sky Suite,DS-01,Forest view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,700,3,1,Direct website,Invoice,No-show,0
CUST-00183,BOOK-00183,Noah Rossi,Poland,2026-02-02,2026-05-11,2026-05-15,4,Shoulder,Superior Room,SU-02,Slope view,French balcony,French balcony or balcony,140,2,0,Corporate,Invoice,Completed,560
CUST-00184,BOOK-00184,Oscar Virtanen,Belgium,2025-10-13,2026-03-01,2026-03-05,4,Winter,Sky Suite,SS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Phone,Online payment,Cancelled,0
CUST-00185,BOOK-00185,Mikael Petrov,Poland,2025-07-27,2025-08-25,2025-08-30,5,Summer,Standard Room,SR-24,Slope view,French balcony,French balcony or balcony,95,2,0,Phone,Debit card,Cancelled,0
CUST-00186,BOOK-00186,Adam Laine,Belgium,2026-01-07,2026-01-15,2026-01-18,3,Winter,Standard View Room,SV-03,Forest view,Balcony,French balcony or balcony,120,2,0,Direct website,Credit card,No-show,0
CUST-00187,BOOK-00187,Elsa Karlsson,Belgium,2025-04-11,2025-08-12,2025-08-15,3,Summer,Standard Room,SR-09,Forest view,French balcony,French balcony or balcony,95,2,1,Expedia,Credit card,Completed,285
CUST-00188,BOOK-00188,Sofia Dubois,United Kingdom,2025-08-29,2025-11-01,2025-11-02,1,Winter,Superior Room,SU-12,Slope view,French balcony,French balcony or balcony,140,2,0,Travel agency,Invoice,Completed,140
CUST-00189,BOOK-00189,Amelia Korhonen,France,2025-06-02,2025-09-27,2025-10-03,6,Shoulder,Superior Room,SU-11,Slope view,Balcony,French balcony or balcony,140,2,1,Booking.com,Online payment,Cancelled,0
CUST-00190,BOOK-00190,Samuel Koskinen,France,2025-03-06,2025-07-03,2025-07-07,4,Summer,Superior Family Room,SF-08,Forest view,French balcony,French balcony or balcony,170,2,2,Corporate,Online payment,Completed,680
CUST-00191,BOOK-00191,Iida Schmidt,United States,2025-10-24,2026-04-02,2026-04-05,3,Winter,Standard View Room,SV-21,Forest view,French balcony,French balcony or balcony,120,3,1,Expedia,Credit card,Completed,360
CUST-00192,BOOK-00192,Liam Rantanen,Germany,2025-12-30,2026-05-11,2026-05-13,2,Shoulder,Standard Room,SR-47,Slope view,Balcony,French balcony or balcony,100,2,0,Travel agency,Invoice,Completed,200
CUST-00193,BOOK-00193,Elina Heikkinen,Canada,2025-06-21,2025-09-04,2025-09-08,4,Shoulder,Standard View Room,SV-24,Slope view,French balcony,French balcony or balcony,120,2,1,Corporate,Credit card,Completed,480
CUST-00194,BOOK-00194,Elina Smith,Canada,2025-08-17,2025-12-01,2025-12-11,10,Winter,Standard View Room,SV-25,Forest view,Balcony,French balcony or balcony,120,2,1,Travel agency,Debit card,Cancelled,0
CUST-00195,BOOK-00195,Ella Saarinen,Netherlands,2025-02-24,2025-07-13,2025-07-17,4,Summer,Superior Family Room,SF-02,Forest view,Balcony,French balcony or balcony,170,2,0,Phone,Invoice,Completed,680
CUST-00196,BOOK-00196,Samuel Brown,Sweden,2025-11-15,2026-03-09,2026-03-13,4,Winter,Standard View Room,SV-19,Slope view,French balcony,French balcony or balcony,120,4,0,Phone,Debit card,No-show,0
CUST-00197,BOOK-00197,Oliver Johansson,Denmark,2025-08-30,2025-10-31,2025-11-07,7,Shoulder,Standard Room,SR-10,Forest view,French balcony,French balcony or balcony,100,3,0,Expedia,Invoice,Completed,700
CUST-00198,BOOK-00198,Leo Miller,Belgium,2025-04-08,2025-08-24,2025-08-28,4,Summer,Superior Family Room,SF-03,Forest view,Balcony,French balcony or balcony,170,2,0,Phone,Online payment,Completed,680
CUST-00199,BOOK-00199,Mila Petrov,Poland,2025-10-10,2025-10-27,2025-10-31,4,Shoulder,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,3,0,Booking.com,Debit card,Completed,1192
CUST-00200,BOOK-00200,Julia Laine,Italy,2025-03-05,2025-08-14,2025-08-19,5,Summer,Superior Family Room,SF-01,Slope view,Balcony,French balcony or balcony,170,2,0,Direct website,Invoice,Cancelled,0
CUST-00201,BOOK-00201,Alma Petrov,Canada,2025-11-26,2026-02-19,2026-02-24,5,Winter,Superior Room,SU-10,Forest view,French balcony,French balcony or balcony,140,3,1,Direct website,Invoice,Completed,700
CUST-00202,BOOK-00202,Amelia Järvinen,Poland,2026-02-25,2026-04-22,2026-04-27,5,Winter,Standard View Room,SV-08,Forest view,Balcony,French balcony or balcony,120,2,1,Expedia,Debit card,No-show,0
CUST-00203,BOOK-00203,Ella Mäkinen,United States,2026-03-11,2026-03-17,2026-03-23,6,Winter,Superior Family Room,SF-10,Forest view,French balcony,French balcony or balcony,170,4,0,Travel agency,Credit card,Completed,1020
CUST-00204,BOOK-00204,Emma Schmidt,Italy,2025-12-12,2026-01-06,2026-01-09,3,Winter,Superior Room,SU-18,Slope view,Balcony,French balcony or balcony,140,2,0,Phone,Debit card,Completed,420
CUST-00205,BOOK-00205,Isla Martin,Norway,2025-06-01,2025-06-27,2025-06-30,3,Summer,Standard Room,SR-37,Forest view,French balcony,French balcony or balcony,95,2,0,Corporate,Debit card,Completed,285
CUST-00206,BOOK-00206,Eetu Schmidt,Poland,2025-08-26,2026-02-21,2026-02-26,5,Winter,Standard Room,SR-13,Forest view,French balcony,French balcony or balcony,100,2,0,Direct website,Credit card,Completed,500
CUST-00207,BOOK-00207,Mila Martin,Germany,2025-07-04,2025-07-23,2025-07-26,3,Summer,Deluxe Room,DR-01,Slope view,French balcony,Bathtub and sauna; French balcony or balcony,200,2,0,Expedia,Debit card,Cancelled,0
CUST-00208,BOOK-00208,Lucas Nieminen,Denmark,2026-03-12,2026-04-18,2026-04-23,5,Winter,Sky Suite,SS-02,Forest view,French balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Travel agency,Online payment,Cancelled,0
CUST-00209,BOOK-00209,Sara Silva,Finland,2025-02-22,2025-08-11,2025-08-14,3,Summer,Superior Room,SU-18,Slope view,Balcony,French balcony or balcony,140,2,1,Booking.com,Invoice,No-show,0
CUST-00210,BOOK-00210,Julia Hansen,Denmark,2025-08-28,2025-10-30,2025-11-04,5,Shoulder,Superior Family Room,SF-03,Forest view,Balcony,French balcony or balcony,170,3,0,Direct website,Online payment,Completed,850
CUST-00211,BOOK-00211,Samuel Brown,United Kingdom,2025-07-11,2025-11-10,2025-11-12,2,Winter,Deluxe Room,DR-02,Slope view,French balcony,Bathtub and sauna; French balcony or balcony,200,1,0,Expedia,Debit card,Cancelled,0
CUST-00212,BOOK-00212,Sara Martin,Poland,2025-03-03,2025-06-21,2025-06-28,7,Summer,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Corporate,Debit card,No-show,0
CUST-00213,BOOK-00213,Noah Brown,Estonia,2025-07-11,2025-10-21,2025-10-23,2,Shoulder,Standard Room,SR-19,Forest view,French balcony,French balcony or balcony,100,2,0,Booking.com,Credit card,Completed,200
CUST-00214,BOOK-00214,Leo Salminen,United Kingdom,2025-09-02,2025-10-04,2025-10-06,2,Shoulder,Standard View Room,SV-10,Slope view,French balcony,French balcony or balcony,120,3,1,Booking.com,Invoice,No-show,0
CUST-00215,BOOK-00215,Emma Rantanen,Germany,2025-09-16,2025-11-25,2025-11-29,4,Winter,Superior Family Room,SF-08,Forest view,French balcony,French balcony or balcony,170,3,0,Travel agency,Online payment,Completed,680
CUST-00216,BOOK-00216,Julia Johansson,Belgium,2026-02-08,2026-02-24,2026-02-26,2,Winter,Superior Room,SU-16,Forest view,Balcony,French balcony or balcony,140,3,0,Booking.com,Online payment,Completed,280
CUST-00217,BOOK-00217,Adam Korhonen,Sweden,2025-07-18,2025-07-23,2025-07-30,7,Summer,Superior Room,SU-01,Slope view,French balcony,French balcony or balcony,140,1,0,Booking.com,Debit card,Completed,980
CUST-00218,BOOK-00218,Nora Koskinen,Netherlands,2025-03-03,2025-06-19,2025-06-23,4,Summer,Sky Suite,SS-01,Slope view,Balcony,Igloo; bathtub; sauna; French balcony or balcony,298,2,0,Expedia,Credit card,Cancelled,0
CUST-00219,BOOK-00219,Ella Petrov,Austria,2026-01-25,2026-02-13,2026-02-18,5,Winter,Standard Room,SR-31,Forest view,Balcony,French balcony or balcony,100,3,1,Expedia,Online payment,No-show,0
CUST-00220,BOOK-00220,Felix Santos,Spain,2025-02-04,2025-07-15,2025-07-19,4,Summer,Standard Room,SR-40,Forest view,French balcony,French balcony or balcony,95,2,0,Travel agency,Debit card,Completed,380
